brand,model,announced,display_resolution,OS,internal_memory,RAM,battery,approx_price_EUR
Samsung,Galaxy Tab S2 8.0,2015  July,8.0 inches (~74.0% screen-to-body ratio),Android,64,3,Non-removable Li-Ion 4000 mAh battery,440
Samsung,Galaxy J7 Pro,2017  June,5.5 inches (~73.3% screen-to-body ratio),Android,64,3,Non-removable Li-Ion 3600 mAh battery,300
Samsung,Galaxy S6 active,2015  June,5.1 inches (~66.5% screen-to-body ratio),Android,64,3,Non-removable Li-Ion 3500 mAh battery,380
Xiaomi,Mi 4s,2016  February,5.0 inches (~69.9% screen-to-body ratio),Android,64,3,Non-removable Li-Ion 3260 mAh battery,220
Xiaomi,Mi 5c,2017  February,5.15 inches (~72.6% screen-to-body ratio),Android,64,3,Non-removable Li-Ion 2860 mAh battery,300
ZTE,nubia Z11 mini,2016  April,5.0 inches (~69.6% screen-to-body ratio),Android,64,3,Non-removable Li-Ion 2800 mAh battery,250
Sharp,MS1,2016  October,5.5 inches (~70.0% screen-to-body ratio),Android,64,3,Non-removable Li-Ion 2600 mAh battery,240
Samsung,Galaxy S6 edge (USA),2015  March,5.1 inches (~72.0% screen-to-body ratio),Android,64,3,Non-removable Li-Ion 2600 mAh battery,600
Samsung,Galaxy S6 edge,2015  March,5.1 inches (~71.7% screen-to-body ratio),Android,64,3,Non-removable Li-Ion 2600 mAh battery,420
Samsung,Galaxy S6 (USA),2015  March,5.1 inches (~70.8% screen-to-body ratio),Android,64,3,Non-removable Li-Ion 2550 mAh battery,410
Samsung,Galaxy S6,2015  March,5.1 inches (~70.7% screen-to-body ratio),Android,64,3,Non-removable Li-Ion 2550 mAh battery,400
Samsung,Galaxy S6 Duos,2015  June,5.1 inches (~70.9% screen-to-body ratio),Android,64,3,Non-removable Li-Ion 2550 mAh battery,400
ZTE,nubia Prague S,2016  January,5.2 inches (~69.4% screen-to-body ratio),Android,64,3,Non-removable Li-Ion 2200 mAh battery,390
Meizu,M3 Max,2016  September,6.0 inches (~74.4% screen-to-body ratio),Android,64,3,Non-removable 4100 mAh battery,270
Xiaomi,Mi 5s,2016  September,5.15 inches (~71.4% screen-to-body ratio),Android,64,3,Non-removable 3200 mAh battery,310
Huawei,Mate S,2015  September,5.5 inches (~73.9% screen-to-body ratio),Android,64,3,Non-removable 2700 mAh battery,350
Acer,Liquid Z6 Plus,2016  August,5.5 inches (~71.7% screen-to-body ratio),Android,32,3,Removable Li-Po 4080 mAh battery,250
Acer,Liquid X2,2015  April,5.5 inches (~69.0% screen-to-body ratio),Android,32,3,Removable Li-Po 4020 mAh battery,230
Acer,Liquid Z630S,2015  September,5.5 inches (~68.8% screen-to-body ratio),Android,32,3,Removable Li-Po 4000 mAh battery (15.2 Wh),
Allview,V2 Viper S,2016  October,5.5 inches (~76.7% screen-to-body ratio),Android,32,3,Removable Li-Po 3000 mAh battery,
Oppo,Find 7,2014  March,5.5 inches (~72.9% screen-to-body ratio),Android,32,3,Removable Li-Po 3000 mAh battery,440
Samsung,Galaxy Note 4,2014  September,5.7 inches (~73.4% screen-to-body ratio),Android,32,3,Removable Li-Ion 3220 mAh battery,440
Samsung,Galaxy Note 4 (USA),2014  Q4,5.7 inches (~73.4% screen-to-body ratio),Android,32,3,Removable Li-Ion 3220 mAh battery,550
LG,G Pro 2,2014  February,5.9 inches (~74.2% screen-to-body ratio),Android,32,3,Removable Li-Ion 3200 mAh battery,310
Samsung,Galaxy Note 3,2013  September,5.7 inches (~74.8% screen-to-body ratio),Android,32,3,Removable Li-Ion 3200 mAh battery,420
LG,X mach,2016  June,5.5 inches (~72.0% screen-to-body ratio),Android,32,3,Removable Li-Ion 3000 mAh battery,480
LG,G4 Dual,2015  May,5.5 inches (~73.4% screen-to-body ratio),Android,32,3,Removable Li-Ion 3000 mAh battery,280
LG,G4,2015  April,5.5 inches (~72.5% screen-to-body ratio),Android,32,3,Removable Li-Ion 3000 mAh battery,300
LG,G3 Dual-LTE,2014  October,5.5 inches (~76.4% screen-to-body ratio),Android,32,3,Removable Li-Ion 3000 mAh battery,250
LG,G3 (CDMA),2014  July,5.5 inches (~75.2% screen-to-body ratio),Android,32,3,Removable Li-Ion 3000 mAh battery,300
LG,G3 LTE-A,2014  January,5.5 inches (~76.4% screen-to-body ratio),Android,32,3,Removable Li-Ion 3000 mAh battery,330
LG,G5 SE,2016  April,5.3 inches (~70.1% screen-to-body ratio),Android,32,3,Removable Li-Ion 2800 mAh battery,350
Samsung,Galaxy S5 LTE-A G906S,2014  June,5.1 inches (~69.4% screen-to-body ratio),Android,32,3,Removable Li-Ion 2800 mAh battery,550
Samsung,Galaxy Round G910S,2013  October,5.7 inches (~74.5% screen-to-body ratio),Android,32,3,Removable Li-Ion 2800 mAh battery,680
QMobile,Noir A6,2016  May,5.0 inches (~68.2% screen-to-body ratio),Android,32,3,Removable Li-Ion 2500 mAh battery,
Acer,Liquid Z530S,2015  September,5.0 inches (~68.1% screen-to-body ratio),Android,32,3,Removable Li-Ion 2420 mAh battery,
Samsung,Galaxy Note 10.1 (2014 Edition),2013  September,10.1 inches (~71.0% screen-to-body ratio),Android,32,3,Non-removable Li-Po 8220 mAh battery,370
Asus,Zenpad Z10 ZT500KL,2016  October,9.7 inches (~72.4% screen-to-body ratio),Android,32,3,Non-removable Li-Po 7800 mAh battery,360
Gionee,Marathon M5,2015  June,5.5 inches (~72.2% screen-to-body ratio),Android,32,3,Non-removable Li-Po 6020 mAh battery,330
Posh,Volt Max LTE L640,2016  March,6.44 inches (~78.6% screen-to-body ratio),Android,32,3,Non-removable Li-Po 6000 mAh battery,
Sony,Xperia Z4 Tablet LTE,2015  March,10.1 inches (~69.7% screen-to-body ratio),Android,32,3,Non-removable Li-Po 6000 mAh battery,500
Sony,Xperia Z4 Tablet WiFi,2015  March,10.1 inches (~69.7% screen-to-body ratio),Android,32,3,Non-removable Li-Po 6000 mAh battery,400
Sony,Xperia Z2 Tablet Wi-Fi,2014  February,10.1 inches (~64.7% screen-to-body ratio),Android,32,3,Non-removable Li-Po 6000 mAh battery,380
Asus,Zenfone 3s Max ZC521TL,2017  January,5.2 inches,Android,32,3,Non-removable Li-Po 5000 mAh battery,230
ZTE,nubia N1,2016  July,5.5 inches (~73.7% screen-to-body ratio),Android,32,3,Non-removable Li-Po 5000 mAh battery,230
Lenovo,Vibe P1 Turbo,2016  February,5.5 inches (~72.1% screen-to-body ratio),Android,32,3,Non-removable Li-Po 4900 mAh battery,260
Huawei,MediaPad M3 Lite 8,2017  June,8.0 inches (~70.6% screen-to-body ratio),Android,32,3,Non-removable Li-Po 4800 mAh battery,300
vivo,X5Max Platinum Edition,2015  June,5.5 inches (~69.5% screen-to-body ratio),Android,32,3,Non-removable Li-Po 4150 mAh battery,440
ZTE,Axon Max,2015  December,6.0 inches (~77.5% screen-to-body ratio),Android,32,3,Non-removable Li-Po 4140 mAh battery,
Xiaomi,Redmi Note 4X,2017  February,5.5 inches (~72.7% screen-to-body ratio),Android,32,3,Non-removable Li-Po 4100 mAh battery,180
Xiaomi,Redmi 4 Prime,2016  November,5.0 inches (~70.1% screen-to-body ratio),Android,32,3,Non-removable Li-Po 4100 mAh battery,160
Oppo,R7 Plus,2015  May,6.0 inches (~76.6% screen-to-body ratio),Android,32,3,Non-removable Li-Po 4100 mAh battery,430
Micromax,Canvas Evok Note E453,2017  April,5.5 inches (~72.7% screen-to-body ratio),Android,32,3,Non-removable Li-Po 4000 mAh battery,140
Allview,P9 Energy Lite,2016  September,5.3 inches (~71.0% screen-to-body ratio),Android,32,3,Non-removable Li-Po 4000 mAh battery,
Huawei,Mate 8,2015  November,6.0 inches (~78.0% screen-to-body ratio),Android,32,3,Non-removable Li-Po 4000 mAh battery,430
Gionee,Marathon M5 lite,2015  December,5.0 inches (~68.9% screen-to-body ratio),Android,32,3,Non-removable Li-Po 4000 mAh battery,170
Lenovo,Vibe Z2 Pro,2014  August,6.0 inches (~78.3% screen-to-body ratio),Android,32,3,Non-removable Li-Po 4000 mAh battery,430
Motorola,DROID Turbo,2014  October,5.2 inches (~70.9% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3900 mAh battery,290
Huawei,nova plus,2016  September,5.5 inches (~72.6% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3340 mAh battery,420
vivo,Xplay3S,2013,6.0 inches (~75.9% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3200 mAh battery,
BLU,Vivo XL2,2017  January,5.5 inches (~70.7% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3150 mAh battery,
BLU,Vivo 5R,2016  September,5.5 inches (~71.4% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3150 mAh battery,
QMobile,Noir Z12 Pro,2016  September,5.5 inches (~71.4% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3150 mAh battery,
Allview,X3 Soul Style,2016  June,5.5 inches (~71.4% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3150 mAh battery,
Allview,X3 Soul,2016  January,5.5 inches (~73.6% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3150 mAh battery,300
Gionee,S6s,2016  August,5.5 inches (~71.4% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3150 mAh battery,280
Huawei,Honor 6,2014  June,5.0 inches (~69.6% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3100 mAh battery (11.8 Wh),290
Huawei,Honor 7i,2015  August,5.2 inches (~73.9% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3100 mAh battery,310
Oppo,F1s,2016  August,5.5 inches (~71.0% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3075 mAh battery,300
Motorola,Moto M,2016  November,5.5 inches (~73.1% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3050 mAh battery,250
Asus,Pegasus 2 Plus,2015  July,5.5 inches (~72.8% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3030 mAh battery,300
Huawei,nova,2016  September,5.0 inches (~70.6% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3020 mAh battery,300
ZTE,nubia M2 Play,2017  June,5.5 inches,Android,32,3,Non-removable Li-Po 3000 mAh battery,
Huawei,P10 Lite,2017  February,5.2 inches (~70.7% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3000 mAh battery,280
Lenovo,Vibe Shot,2015  March,5.0 inches (~69.3% screen-to-body ratio),Android,32,3,Non-removable Li-Po 3000 mAh battery,300
Wiko,Fever SE,2016  February,5.2 inches (~67.5% screen-to-body ratio),Android,32,3,Non-removable Li-Po 2900 mAh battery,
HTC,One M9+ Supreme Camera,2015  September,5.2 inches (~68.6% screen-to-body ratio),Android,32,3,Non-removable Li-Po 2840 mAh battery,480
HTC,One M9,2015  March,5.0 inches (~68.4% screen-to-body ratio),Android,32,3,Non-removable Li-Po 2840 mAh battery,420
HTC,One ME,2015  June,5.2 inches (~68.6% screen-to-body ratio),Android,32,3,Non-removable Li-Po 2840 mAh battery,340
HTC,One M9+,2015  April,5.2 inches (~68.6% screen-to-body ratio),Android,32,3,Non-removable Li-Po 2840 mAh battery,500
HTC,Desire 728 Ultra,2016  August,5.5 inches (~67.9% screen-to-body ratio),Android,32,3,Non-removable Li-Po 2800 mAh battery,220
HTC,One E9+,2015  March,5.5 inches (~69.7% screen-to-body ratio),Android,32,3,Non-removable Li-Po 2800 mAh battery,320
Coolpad,Note 3s,2016  November,5.5 inches (~69.7% screen-to-body ratio),Android,32,3,Non-removable Li-Po 2500 mAh battery,
Allview,X1 Xtreme,2014  February,5.5 inches (~73.8% screen-to-body ratio),Android,32,3,Non-removable Li-Po 2500 mAh battery,470
BLU,Life Pure XL,2014  April,5.5 inches (~73.8% screen-to-body ratio),Android,32,3,Non-removable Li-Po 2500 mAh battery,290
Lenovo,Vibe S1,2015  September,5.0 inches (~67.9% screen-to-body ratio),Android,32,3,Non-removable Li-Po 2420 mAh battery,270
XOLO,Black 1X,2015  October,5.0 inches (~66.2% screen-to-body ratio),Android,32,3,Non-removable Li-Po 2400 mAh battery,140
Oppo,R5s,2015  August,5.2 inches (~67.2% screen-to-body ratio),Android,32,3,Non-removable Li-Po 2000 mAh battery,200
Meizu,PRO 5 mini,Not announced yet,4.7 inches,Android,32,3,Non-removable Li-Ion battery,360
Lenovo,Yoga Tab 3 Plus,2016  September,10.1 inches (~66.9% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 9300 mAh battery,300
Samsung,Galaxy Tab S 10.5 LTE,2014  June,10.5 inches (~72.9% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 7900 mAh battery,440
Samsung,Galaxy Tab S 10.5,2014  June,10.5 inches (~72.9% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 7900 mAh battery,370
Asus,Zenfone Pegasus 3s,2017  January,5.2 inches (~67.7% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 5000 mAh battery,330
Samsung,Galaxy Tab S 8.4 LTE,2014  June,8.4 inches (~76.5% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 4900 mAh battery,370
Samsung,Galaxy Tab S 8.4,2014  June,8.4 inches (~76.5% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 4900 mAh battery,300
Xiaomi,Mi Max,2016  May,6.44 inches (~74.8% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 4850 mAh battery,170
Asus,Zenpad 3 8.0 Z582KL,2017  May,7.9 inches,Android,32,3,Non-removable Li-Ion 4680 mAh battery (18 Wh),390
Xiaomi,Redmi 3 Pro,2016  March,5.0 inches (~71.1% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 4100 mAh battery,250
Xiaomi,Redmi 3s Prime,2016  August,5.0 inches (~71.1% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 4100 mAh battery,150
Lenovo,Phab2 Plus,2016  June,6.4 inches (~73.5% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 4050 mAh battery,250
Lenovo,Phab2,2016  June,6.4 inches (~72.1% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 4050 mAh battery,230
Gionee,A1 Lite,2017  June,5.3 inches,Android,32,3,Non-removable Li-Ion 4000 mAh battery,27000
Huawei,Y7 Prime,2017  June,5.5 inches (~71.1% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 4000 mAh battery,250
Samsung,Galaxy A9 (2016),2015  December,6.0 inches (~75.9% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 4000 mAh battery,460
Cat,S60,2016  February,4.7 inches (~56.1% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3800 mAh battery,650
Motorola,Droid Turbo 2,2015  October,5.4 inches (~69.8% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3760 mAh battery,390
Motorola,Moto X Force,2015  November,5.4 inches (~69.8% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3760 mAh battery,330
Samsung,Galaxy A7 (2017),2017  January,5.7 inches (~73.6% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3600 mAh battery,530
Motorola,Moto Z Play,2016  August,5.5 inches (~69.1% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3510 mAh battery,350
BlackBerry,KEYone,2017  February,4.5 inches (~55.9% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3505 mAh battery,600
BlackBerry,Passport,2014  June,4.5 inches (~56.5% screen-to-body ratio),BlackBerry,32,3,Non-removable Li-Ion 3450 mAh battery,310
Sony,Xperia Z5 Premium Dual,2015  September,5.5 inches (~71.3% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3430 mAh battery,510
Sony,Xperia Z5 Premium,2015  September,5.5 inches (~70.4% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3430 mAh battery,500
BlackBerry,Priv,2015  October,5.4 inches (~71.9% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3410 mAh battery,450
Samsung,Galaxy A8 (2016),2016  September,5.7 inches (~74.5% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3300 mAh battery,560
Samsung,Galaxy On7 (2016),2016  September,5.5 inches (~73.3% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3300 mAh battery,260
Kyocera,DuraForce Pro,2016  August,5.0 inches (~63.3% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3240 mAh battery,
HTC,10 evo,2016  November,5.5 inches (~70.2% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3200 mAh battery,570
Sony,Xperia Z3v,2014  October,5.2 inches (~68.4% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3200 mAh battery,370
BLU,Vivo 5,2016  January,5.5 inches (~73.6% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3150 mAh battery,240
QMobile,Noir Z12,2016  February,5.5 inches (~73.6% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3150 mAh battery,
Gionee,S6,2015  November,5.5 inches (~73.6% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3150 mAh battery,290
Meizu,MX5,2015  June,5.5 inches (~74.5% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3150 mAh battery,210
ZTE,Blade V8 Pro,2017  January,5.5 inches (~69.4% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3140 mAh battery,260
alcatel,Flash (2017),2017  April,5.5 inches (~72.5% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3100 mAh battery,
BQ,Aquaris X,2017  April,5.2 inches (~70.0% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3100 mAh battery,290
Sony,Xperia Z3 Dual,2014  September,5.2 inches (~70.9% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3100 mAh battery,400
Sony,Xperia Z3,2014  September,5.2 inches (~70.9% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3100 mAh battery,300
Oppo,A59,2016  June,5.5 inches (~71.0% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3075 mAh battery,290
Meizu,PRO 5,2015  September,5.7 inches (~73.3% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3050 mAh battery,390
Motorola,Moto Z2 Play,2017  June,5.5 inches (~70.1% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,400
vivo,V5 Lite,2017  January,5.5 inches (~71.8% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,
Samsung,Galaxy A5 (2017),2017  January,5.2 inches (~71.5% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,430
Nokia,6,2017  January,5.5 inches (~70.7% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,230
LeEco,Le S3,2016  October,5.5 inches (~74.4% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,200
Panasonic,Eluga Mark 2,2016  November,5.5 inches (~72.7% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,150
Asus,Zenfone 3 ZE552KL,2016  May,5.5 inches (~70.6% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,450
Vodafone,Smart Platinum 7,2016  June,5.5 inches (~71.5% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,380
LeEco,Le 1s,2016  February,5.5 inches (~74.4% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,210
alcatel,Idol 4s,2016  February,5.5 inches (~71.9% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,350
Micromax,Canvas 6,2016  April,5.5 inches,Android,32,3,Non-removable Li-Ion 3000 mAh battery,
HTC,10 Lifestyle,2016  April,5.2 inches (~71.1% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,420
LeEco,Le 2,2016  April,5.5 inches (~74.4% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,190
Huawei,P9,2016  April,5.2 inches (~72.9% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,400
ZTE,Axon Elite,2015  September,5.5 inches (~72.2% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,420
Huawei,G7 Plus,2015  November,5.5 inches (~71.5% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,280
Sharp,Aquos Xx,2015  May,5.7 inches (~77.7% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,340
Sony,Xperia Z4v,2015  June,5.2 inches (~71.4% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,
HTC,One X9,2015  December,5.5 inches (~71.4% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,300
ZTE,nubia Z7,2014  July,5.5 inches (~70.8% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 3000 mAh battery,250
Sony,Xperia Z3+ dual,2015  May,5.2 inches (~69.6% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 2930 mAh battery,420
Sony,Xperia Z3+,2015  May,5.2 inches (~70.9% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 2930 mAh battery,340
Sony,Xperia XZ,2016  September,5.2 inches (~70.9% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 2900 mAh battery,610
Oppo,A57,2016  November,5.2 inches (~68.6% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 2900 mAh battery,260
Sony,Xperia Z5 Dual,2015  September,5.2 inches (~70.9% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 2900 mAh battery,450
Sony,Xperia Z5,2015  September,5.2 inches (~69.6% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 2900 mAh battery,420
HTC,Desire 830,2016  May,5.5 inches (~67.1% screen-to-body ratio),Android,32,3,Non-removable Li-Ion 2800 mAh battery,280
